_id,recommended,rating_valuemoney,rating_overall,rating_inflightEnt,rating_cabinstaff,rating_seatcomfort,rating_foodbeverage
ObjectId(58994b0a9bf56223b02b1a2b),0,1,1,1,1,1,1
ObjectId(58994b0a9bf56223b02b1a2e),0,1,2,3,2,1,5
ObjectId(58994b0a9bf56223b02b1a31),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a34),0,3,5,1,4,2,4
ObjectId(58994b0a9bf56223b02b1a37),0,2,NaN,1,1,3,1
ObjectId(58994b0a9bf56223b02b1a3a),0,4,6,2,4,4,1
ObjectId(58994b0a9bf56223b02b1a3d),1,4,9,3,5,4,4
ObjectId(58994b0a9bf56223b02b1a40),0,2,4,2,1,3,2
ObjectId(58994b0a9bf56223b02b1a43),1,4,8,4,5,4,4
ObjectId(58994b0a9bf56223b02b1a49),0,2,5,1,5,1,4
ObjectId(58994b0a9bf56223b02b1a4c),1,5,10,0,5,4,3
ObjectId(58994b0a9bf56223b02b1a4f),1,5,9,5,5,5,5
ObjectId(58994b0a9bf56223b02b1a52),0,2,4,1,1,1,3
ObjectId(58994b0a9bf56223b02b1a55),1,5,9,1,4,3,3
ObjectId(58994b0a9bf56223b02b1a58),0,3,5,5,1,4,3
ObjectId(58994b0a9bf56223b02b1a5b),1,5,10,1,5,3,3
ObjectId(58994b0a9bf56223b02b1a5e),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a73),0,1,NaN,1,2,1,2
ObjectId(58994b0a9bf56223b02b1a74),0,2,1,3,3,3,3
ObjectId(58994b0a9bf56223b02b1a75),0,0,NaN,0,3,0,0
ObjectId(58994b0a9bf56223b02b1a76),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a77),0,2,2,1,1,1,3
ObjectId(58994b0a9bf56223b02b1a78),0,2,3,1,4,1,4
ObjectId(58994b0a9bf56223b02b1a79),0,3,4,5,5,2,3
ObjectId(58994b0a9bf56223b02b1a7a),0,3,2,1,2,3,2
ObjectId(58994b0a9bf56223b02b1a7b),0,0,NaN,0,2,0,0
ObjectId(58994b0a9bf56223b02b1a7c),0,2,1,0,0,0,0
ObjectId(58994b0a9bf56223b02b1a11),0,3,2,3,1,3,2
ObjectId(58994b0a9bf56223b02b1a14),0,1,NaN,2,1,2,1
ObjectId(58994b0a9bf56223b02b1a17),1,2,6,4,4,2,4
ObjectId(58994b0a9bf56223b02b1a1a),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a1d),0,4,2,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a20),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a23),0,3,3,2,1,3,2
ObjectId(58994b0a9bf56223b02b1a26),0,3,NaN,0,1,1,1
ObjectId(58994b0a9bf56223b02b1a29),1,5,8,4,4,4,3
ObjectId(58994b0a9bf56223b02b1a2c),1,5,10,NaN,5,4,4
ObjectId(58994b0a9bf56223b02b1a2f),0,3,2,0,4,3,0
ObjectId(58994b0a9bf56223b02b1a32),0,3,2,4,1,4,2
ObjectId(58994b0a9bf56223b02b1a35),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a38),1,4,9,3,4,3,4
ObjectId(58994b0a9bf56223b02b1a3b),0,4,6,3,3,2,2
ObjectId(58994b0a9bf56223b02b1a3e),1,4,8,0,4,3,3
ObjectId(58994b0a9bf56223b02b1a41),0,3,5,3,1,3,4
ObjectId(58994b0a9bf56223b02b1a44),0,3,5,3,4,3,3
ObjectId(58994b0a9bf56223b02b1a45),1,3,9,5,5,3,5
ObjectId(58994b0a9bf56223b02b1a46),1,5,10,4,5,5,4
ObjectId(58994b0a9bf56223b02b1a47),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a4a),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a4d),1,5,8,4,4,5,4
ObjectId(58994b0a9bf56223b02b1a50),1,4,7,3,4,5,4
ObjectId(58994b0a9bf56223b02b1a53),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a56),0,2,2,3,3,3,0
ObjectId(58994b0a9bf56223b02b1a59),1,4,8,5,5,5,4
ObjectId(58994b0a9bf56223b02b1a5c),1,5,10,NaN,5,5,3
ObjectId(58994b0a9bf56223b02b1a5f),1,4,9,4,5,4,4
ObjectId(58994b0a9bf56223b02b1a60),0,2,1,1,1,3,1
ObjectId(58994b0a9bf56223b02b1a61),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a62),1,5,10,5,4,4,4
ObjectId(58994b0a9bf56223b02b1a63),1,4,10,4,5,4,4
ObjectId(58994b0a9bf56223b02b1a64),0,1,1,1,4,1,1
ObjectId(58994b0a9bf56223b02b1a65),1,4,9,4,5,4,4
ObjectId(58994b0a9bf56223b02b1a66),0,1,NaN,0,2,0,0
ObjectId(58994b0a9bf56223b02b1a67),1,5,7,3,5,4,4
ObjectId(58994b0a9bf56223b02b1a69),1,4,8,4,4,4,3
ObjectId(58994b0a9bf56223b02b1a6b),1,5,10,3,5,5,5
ObjectId(58994b0a9bf56223b02b1a6d),1,4,5,5,3,5,5
ObjectId(58994b0a9bf56223b02b1a6f),0,2,1,1,1,1,1
ObjectId(58994b0a9bf56223b02b1a70),0,3,1,1,4,4,2
ObjectId(58994b0a9bf56223b02b1a72),1,4,7,4,2,4,3
ObjectId(58994b0a9bf56223b02b1a98),1,3,9,5,4,5,2
ObjectId(58994b0a9bf56223b02b1a9e),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1aa1),1,5,9,5,5,4,3
ObjectId(58994b0a9bf56223b02b1aa4),1,4,7,2,3,4,4
ObjectId(58994b0a9bf56223b02b1aa7),0,2,4,3,3,4,1
ObjectId(58994b0a9bf56223b02b1aaa),1,5,9,0,5,3,3
ObjectId(58994b0a9bf56223b02b1aad),0,2,3,4,4,3,2
ObjectId(58994b0a9bf56223b02b1ab0),1,3,7,4,3,3,3
ObjectId(58994b0a9bf56223b02b1ab3),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1ab6),0,1,2,2,1,1,2
ObjectId(58994b0a9bf56223b02b1ab9),1,5,10,5,5,4,5
ObjectId(58994b0a9bf56223b02b1abc),0,1,1,1,1,1,1
ObjectId(58994b0a9bf56223b02b1abf),1,4,6,4,3,4,2
ObjectId(58994b0a9bf56223b02b1ac0),1,4,9,5,5,4,5
ObjectId(58994b0a9bf56223b02b1ac1),0,4,2,NaN,1,1,0
ObjectId(58994b0a9bf56223b02b1ac2),0,1,NaN,0,2,3,3
ObjectId(58994b0a9bf56223b02b1ac3),1,5,10,NaN,5,5,5
ObjectId(58994b0a9bf56223b02b1ac4),0,3,5,5,3,4,3
ObjectId(58994b0a9bf56223b02b1ac7),1,0,8,0,0,0,0
ObjectId(58994b0a9bf56223b02b1aca),1,4,10,5,5,4,5
ObjectId(58994b0a9bf56223b02b1acd),1,3,8,3,4,4,3
ObjectId(58994b0a9bf56223b02b1a7d),0,1,1,1,2,1,1
ObjectId(58994b0a9bf56223b02b1a7e),0,1,1,1,3,1,3
ObjectId(58994b0a9bf56223b02b1a7f),0,3,1,3,4,3,4
ObjectId(58994b0a9bf56223b02b1a80),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a81),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a82),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1a83),0,4,6,4,3,3,4
ObjectId(58994b0a9bf56223b02b1a84),1,4,8,3,3,4,2
ObjectId(58994b0a9bf56223b02b1a85),0,1,NaN,NaN,1,1,1
ObjectId(58994b0a9bf56223b02b1a99),0,2,3,4,3,4,3
ObjectId(58994b0a9bf56223b02b1aa0),0,1,1,NaN,1,2,NaN
ObjectId(58994b0a9bf56223b02b1aa3),1,3,5,0,3,3,3
ObjectId(58994b0a9bf56223b02b1aa6),1,4,9,0,4,4,4
ObjectId(58994b0a9bf56223b02b1aa9),1,4,8,4,5,4,5
ObjectId(58994b0a9bf56223b02b1aac),1,4,10,4,5,4,5
ObjectId(58994b0a9bf56223b02b1aaf),1,4,8,5,4,4,5
ObjectId(58994b0a9bf56223b02b1ab2),1,5,10,5,5,4,5
ObjectId(58994b0a9bf56223b02b1ab5),0,5,5,3,4,4,4
ObjectId(58994b0a9bf56223b02b1ab8),1,4,7,4,5,2,3
ObjectId(58994b0a9bf56223b02b1abb),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1abe),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1ac6),1,5,9,NaN,5,5,4
ObjectId(58994b0a9bf56223b02b1ac9),1,4,5,3,3,4,3
ObjectId(58994b0a9bf56223b02b1acc),1,4,8,5,5,4,4
ObjectId(58994b0a9bf56223b02b1acf),0,1,1,1,2,1,1
ObjectId(58994b0a9bf56223b02b1ad2),1,5,8,2,5,4,3
ObjectId(58994b0a9bf56223b02b1ad5),0,2,2,3,2,2,1
ObjectId(58994b0a9bf56223b02b1ad8),0,2,3,4,1,3,2
ObjectId(58994b0a9bf56223b02b1adb),1,4,7,3,5,4,4
ObjectId(58994b0a9bf56223b02b1ade),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1ae1),1,5,6,3,3,4,3
ObjectId(58994b0a9bf56223b02b1ae9),0,3,NaN,2,3,1,2
ObjectId(58994b0a9bf56223b02b1aec),1,5,10,5,5,4,5
ObjectId(58994b0a9bf56223b02b1aef),0,2,NaN,4,1,3,3
ObjectId(58994b0a9bf56223b02b1af2),0,2,2,4,2,3,2
ObjectId(58994b0a9bf56223b02b1af5),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1af8),1,5,8,0,5,4,4
ObjectId(58994b0a9bf56223b02b1afb),1,3,7,4,5,2,5
ObjectId(58994b0a9bf56223b02b1afe),0,2,1,1,1,3,1
ObjectId(58994b0a9bf56223b02b1b01),0,3,3,3,4,2,3
ObjectId(58994b0a9bf56223b02b1b04),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b07),0,1,1,1,1,1,1
ObjectId(58994b0a9bf56223b02b1b0a),0,1,1,2,1,1,2
ObjectId(58994b0a9bf56223b02b1b0d),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b10),0,2,1,1,1,1,1
ObjectId(58994b0a9bf56223b02b1b13),1,5,9,4,3,4,5
ObjectId(58994b0a9bf56223b02b1b16),1,2,5,4,2,4,3
ObjectId(58994b0a9bf56223b02b1b19),0,1,4,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b1c),1,5,10,5,5,4,5
ObjectId(58994b0a9bf56223b02b1b1f),1,5,10,4,5,4,4
ObjectId(58994b0a9bf56223b02b1b22),0,1,NaN,0,2,3,0
ObjectId(58994b0a9bf56223b02b1b25),0,2,1,4,1,3,1
ObjectId(58994b0a9bf56223b02b1b28),1,5,10,5,5,5,5
ObjectId(58994b0a9bf56223b02b1b2b),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b2e),1,4,8,3,5,3,4
ObjectId(58994b0a9bf56223b02b1b31),1,5,8,1,5,5,4
ObjectId(58994b0a9bf56223b02b1b37),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b3a),0,2,4,1,1,2,1
ObjectId(58994b0a9bf56223b02b1b3d),1,4,9,NaN,4,4,4
ObjectId(58994b0a9bf56223b02b1b40),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b43),1,4,7,1,3,3,2
ObjectId(58994b0a9bf56223b02b1b46),0,2,NaN,3,4,2,3
ObjectId(58994b0a9bf56223b02b1b49),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b4c),1,4,8,3,5,4,5
ObjectId(58994b0a9bf56223b02b1ad0),1,5,10,4,5,4,5
ObjectId(58994b0a9bf56223b02b1ad3),0,1,2,0,1,3,2
ObjectId(58994b0a9bf56223b02b1ad6),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1ad9),1,5,9,5,5,4,5
ObjectId(58994b0a9bf56223b02b1adc),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1adf),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1ae2),1,3,5,3,3,3,3
ObjectId(58994b0a9bf56223b02b1aea),0,1,2,2,5,1,3
ObjectId(58994b0a9bf56223b02b1aed),0,0,1,0,1,0,0
ObjectId(58994b0a9bf56223b02b1af0),0,0,1,0,0,0,0
ObjectId(58994b0a9bf56223b02b1af3),1,4,8,4,4,4,4
ObjectId(58994b0a9bf56223b02b1af6),1,5,10,NaN,4,3,3
ObjectId(58994b0a9bf56223b02b1af9),1,5,8,2,4,4,4
ObjectId(58994b0a9bf56223b02b1afc),1,5,10,5,4,3,4
ObjectId(58994b0a9bf56223b02b1aff),1,5,9,1,5,4,4
ObjectId(58994b0a9bf56223b02b1b02),1,5,9,1,4,4,3
ObjectId(58994b0a9bf56223b02b1b05),1,3,7,1,4,4,4
ObjectId(58994b0a9bf56223b02b1b08),0,1,2,0,3,2,3
ObjectId(58994b0a9bf56223b02b1b0b),1,3,9,4,4,3,4
ObjectId(58994b0a9bf56223b02b1b0e),1,5,9,4,5,3,5
ObjectId(58994b0a9bf56223b02b1b11),0,1,2,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b14),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b17),0,1,NaN,0,0,0,0
ObjectId(58994b0a9bf56223b02b1b1a),1,4,7,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b1d),0,3,2,0,1,1,0
ObjectId(58994b0a9bf56223b02b1b20),0,3,6,3,3,3,2
ObjectId(58994b0a9bf56223b02b1b23),0,1,3,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b26),0,3,NaN,NaN,1,1,1
ObjectId(58994b0a9bf56223b02b1b29),0,NaN,5,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b2c),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b2f),1,4,5,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b32),0,2,5,2,2,2,2
ObjectId(58994b0a9bf56223b02b1b38),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b3b),1,5,9,1,5,5,5
ObjectId(58994b0a9bf56223b02b1b3e),1,5,10,4,5,5,5
ObjectId(58994b0a9bf56223b02b1b41),0,1,NaN,1,1,1,1
ObjectId(58994b0a9bf56223b02b1b44),0,4,5,2,4,3,3
ObjectId(58994b0a9bf56223b02b1b47),0,1,1,1,1,1,1
ObjectId(58994b0a9bf56223b02b1b4a),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b4d),0,2,1,2,4,1,4
ObjectId(58994b0a9bf56223b02b1b4f),0,2,2,2,2,1,4
ObjectId(58994b0a9bf56223b02b1b52),0,2,1,1,1,3,1
ObjectId(58994b0a9bf56223b02b1b53),1,3,7,2,3,4,1
ObjectId(58994b0a9bf56223b02b1b54),0,2,3,2,3,5,1
ObjectId(58994b0a9bf56223b02b1b55),1,4,8,3,4,4,4
ObjectId(58994b0a9bf56223b02b1b56),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b57),1,4,9,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b58),1,5,10,5,5,4,5
ObjectId(58994b0a9bf56223b02b1b59),0,NaN,4,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b5a),1,5,9,5,4,4,5
ObjectId(58994b0a9bf56223b02b1b5b),1,4,7,3,3,4,3
ObjectId(58994b0a9bf56223b02b1b5c),1,1,5,4,2,3,3
ObjectId(58994b0a9bf56223b02b1b5d),1,1,5,3,1,3,3
ObjectId(58994b0a9bf56223b02b1b5e),1,3,5,4,2,5,1
ObjectId(58994b0a9bf56223b02b1b5f),1,5,5,2,1,5,1
ObjectId(58994b0a9bf56223b02b1b60),0,NaN,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b61),0,NaN,3,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b62),1,3,6,0,4,3,4
ObjectId(58994b0a9bf56223b02b1b63),0,2,4,1,3,2,2
ObjectId(58994b0a9bf56223b02b1b64),1,5,8,0,4,4,3
ObjectId(58994b0a9bf56223b02b1b65),1,5,9,3,5,5,4
ObjectId(58994b0a9bf56223b02b1b66),1,4,10,5,5,4,5
ObjectId(58994b0a9bf56223b02b1b67),1,4,10,1,5,3,5
ObjectId(58994b0a9bf56223b02b1b68),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b69),1,5,9,5,5,4,4
ObjectId(58994b0a9bf56223b02b1b6a),1,5,10,4,4,4,0
ObjectId(58994b0a9bf56223b02b1b6b),1,5,8,3,4,4,4
ObjectId(58994b0a9bf56223b02b1b6c),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b6d),0,2,NaN,0,2,3,0
ObjectId(58994b0a9bf56223b02b1b6e),0,3,1,NaN,1,2,1
ObjectId(58994b0a9bf56223b02b1b6f),1,5,8,0,4,5,4
ObjectId(58994b0a9bf56223b02b1b70),1,5,7,2,4,3,2
ObjectId(58994b0a9bf56223b02b1b71),1,5,9,0,5,4,4
ObjectId(58994b0a9bf56223b02b1b72),1,5,8,0,5,2,0
ObjectId(58994b0a9bf56223b02b1b73),0,2,NaN,1,1,2,2
ObjectId(58994b0a9bf56223b02b1b74),0,1,1,1,1,1,1
ObjectId(58994b0a9bf56223b02b1b75),0,NaN,5,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b76),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b77),1,5,10,3,5,3,3
ObjectId(58994b0a9bf56223b02b1b78),1,2,7,4,4,5,5
ObjectId(58994b0a9bf56223b02b1b79),1,4,9,0,5,2,0
ObjectId(58994b0a9bf56223b02b1b7a),0,3,2,2,4,0,1
ObjectId(58994b0a9bf56223b02b1b7b),0,4,5,2,4,4,3
ObjectId(58994b0a9bf56223b02b1b7c),0,1,4,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b7d),0,4,6,1,4,5,5
ObjectId(58994b0a9bf56223b02b1b7e),1,5,8,2,4,4,5
ObjectId(58994b0a9bf56223b02b1b7f),0,3,1,4,3,5,4
ObjectId(58994b0a9bf56223b02b1b80),0,1,1,1,1,2,1
ObjectId(58994b0a9bf56223b02b1b81),0,2,2,4,1,1,2
ObjectId(58994b0a9bf56223b02b1b82),1,5,9,4,5,4,4
ObjectId(58994b0a9bf56223b02b1b83),1,4,8,4,5,3,2
ObjectId(58994b0a9bf56223b02b1b84),0,1,NaN,0,1,2,1
ObjectId(58994b0a9bf56223b02b1b85),0,1,2,NaN,4,4,1
ObjectId(58994b0a9bf56223b02b1b86),0,1,1,1,2,1,1
ObjectId(58994b0a9bf56223b02b1b87),1,4,7,4,4,4,4
ObjectId(58994b0a9bf56223b02b1b88),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b89),1,5,10,1,5,5,5
ObjectId(58994b0a9bf56223b02b1b8a),0,2,3,3,2,3,1
ObjectId(58994b0a9bf56223b02b1b8b),1,4,8,4,4,5,4
ObjectId(58994b0a9bf56223b02b1b8c),0,3,4,1,3,3,3
ObjectId(58994b0a9bf56223b02b1b8d),1,4,10,NaN,4,4,0
ObjectId(58994b0a9bf56223b02b1b8e),0,2,1,3,1,3,3
ObjectId(58994b0a9bf56223b02b1b8f),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b90),1,0,6,0,0,0,0
ObjectId(58994b0a9bf56223b02b1b91),0,3,NaN,1,2,3,1
ObjectId(58994b0a9bf56223b02b1b92),0,1,1,1,4,2,1
ObjectId(58994b0a9bf56223b02b1b93),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b94),0,1,1,1,2,1,1
ObjectId(58994b0a9bf56223b02b1b95),1,5,10,5,5,5,5
ObjectId(58994b0a9bf56223b02b1b96),0,2,5,1,3,2,2
ObjectId(58994b0a9bf56223b02b1b97),1,5,10,4,5,5,4
ObjectId(58994b0a9bf56223b02b1b98),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b99),1,5,10,NaN,5,4,5
ObjectId(58994b0a9bf56223b02b1b9a),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b9b),0,2,1,2,1,3,2
ObjectId(58994b0a9bf56223b02b1b9c),0,1,2,1,4,1,3
ObjectId(58994b0a9bf56223b02b1b9d),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1b9e),0,1,1,2,1,2,1
ObjectId(58994b0a9bf56223b02b1b9f),0,1,NaN,3,1,4,4
ObjectId(58994b0a9bf56223b02b1ba0),1,5,10,5,5,5,5
ObjectId(58994b0a9bf56223b02b1ba1),0,1,3,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1ba2),1,4,9,4,5,4,5
ObjectId(58994b0a9bf56223b02b1ba3),0,1,1,NaN,2,3,2
ObjectId(58994b0a9bf56223b02b1ba4),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1ba5),1,5,10,NaN,4,3,3
ObjectId(58994b0a9bf56223b02b1ba6),1,4,6,0,3,3,3
ObjectId(58994b0a9bf56223b02b1ba7),1,4,6,0,4,4,2
ObjectId(58994b0a9bf56223b02b1ba8),1,5,9,4,4,4,0
ObjectId(58994b0a9bf56223b02b1ba9),1,4,9,0,4,4,4
ObjectId(58994b0a9bf56223b02b1baa),1,4,8,0,4,4,3
ObjectId(58994b0a9bf56223b02b1bab),1,5,9,0,4,4,3
ObjectId(58994b0a9bf56223b02b1bac),0,2,5,3,3,2,4
ObjectId(58994b0a9bf56223b02b1bad),0,NaN,3,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1bae),1,4,9,5,4,4,5
ObjectId(58994b0a9bf56223b02b1baf),1,5,9,5,5,3,5
ObjectId(58994b0a9bf56223b02b1bb0),0,1,1,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1bb1),0,4,3,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1bb2),0,3,NaN,1,1,3,1
ObjectId(58994b0a9bf56223b02b1bb3),0,4,3,1,1,3,2
ObjectId(58994b0a9bf56223b02b1bb4),1,4,6,1,4,3,2
ObjectId(58994b0a9bf56223b02b1bb5),1,5,9,1,5,4,4
ObjectId(58994b0a9bf56223b02b1bb6),1,5,10,5,5,4,5
ObjectId(58994b0a9bf56223b02b1bb7),1,5,10,1,4,4,4
ObjectId(58994b0a9bf56223b02b1bb8),1,5,10,1,5,3,4
ObjectId(58994b0a9bf56223b02b1bb9),1,5,9,1,5,3,4
ObjectId(58994b0a9bf56223b02b1bba),1,5,10,1,4,4,5
ObjectId(58994b0a9bf56223b02b1bbb),1,5,8,1,3,3,1
ObjectId(58994b0a9bf56223b02b1bbc),1,5,9,4,5,4,4
ObjectId(58994b0a9bf56223b02b1bbd),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1bbe),0,NaN,2,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1bbf),0,4,5,1,4,2,3
ObjectId(58994b0a9bf56223b02b1bc0),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1bc1),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b0a9bf56223b02b1bc2),0,1,1,4,1,1,1
ObjectId(58994b0a9bf56223b02b1bc3),0,1,1,1,1,1,1
ObjectId(58994b0a9bf56223b02b1bc4),1,5,10,5,5,5,5
ObjectId(58994b0a9bf56223b02b1bc5),1,4,9,3,4,3,5
ObjectId(58994b0a9bf56223b02b1bc6),1,4,8,5,4,3,4
ObjectId(58994b0a9bf56223b02b1bc7),0,3,2,1,1,1,2
ObjectId(58994b0a9bf56223b02b1bc8),0,1,1,1,2,1,1
ObjectId(58994b0a9bf56223b02b1bc9),0,1,1,2,1,4,3
ObjectId(58994b0a9bf56223b02b1bca),0,1,3,2,2,1,4
ObjectId(58994b0a9bf56223b02b1bcb),0,2,1,3,1,1,2
ObjectId(58994b0a9bf56223b02b1bcc),1,4,8,5,4,4,3
ObjectId(58994b0a9bf56223b02b1bcd),1,4,5,4,1,2,1
ObjectId(58994b0a9bf56223b02b1bce),0,3,1,1,2,2,1
ObjectId(58994b0a9bf56223b02b1bcf),0,2,3,2,1,2,1
ObjectId(58994b0a9bf56223b02b1bd0),1,4,6,1,4,3,3
ObjectId(58994b089bf56223b02b0e4e),1,5,8,4,4,4,4
ObjectId(58994b089bf56223b02b0f8f),1,3,7,0,4,3,0
ObjectId(58994b089bf56223b02b0f90),0,1,1,1,1,1,1
ObjectId(58994b089bf56223b02b0f91),0,1,NaN,0,1,0,0
ObjectId(58994b089bf56223b02b0f92),1,5,8,0,4,4,4
ObjectId(58994b089bf56223b02b0f93),1,5,10,5,5,3,4
ObjectId(58994b089bf56223b02b0f94),0,1,NaN,0,1,3,3
ObjectId(58994b089bf56223b02b0f95),0,1,3,0,2,2,0
ObjectId(58994b089bf56223b02b0fa2),0,1,2,1,2,0,1
ObjectId(58994b089bf56223b02b0fb7),1,5,8,NaN,4,3,3
ObjectId(58994b089bf56223b02b0fc5),1,5,9,1,5,5,5
ObjectId(58994b089bf56223b02b0fcc),1,5,10,5,5,5,5
ObjectId(58994b089bf56223b02b0fda),1,4,8,4,4,4,3
ObjectId(58994b089bf56223b02b0fdd),1,5,10,1,5,5,5
ObjectId(58994b089bf56223b02b0fe0),0,1,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b089bf56223b02b0fe3),0,1,2,1,1,1,1
ObjectId(58994b089bf56223b02b0fe6),0,1,3,NaN,1,0,0
ObjectId(58994b089bf56223b02b0fe9),1,5,9,4,5,5,5
ObjectId(58994b089bf56223b02b0fec),1,5,9,3,5,5,5
ObjectId(58994b089bf56223b02b0fef),0,1,NaN,1,3,3,1
ObjectId(58994b089bf56223b02b0ff2),0,3,5,NaN,3,2,4
ObjectId(58994b089bf56223b02b0ff5),1,4,8,0,5,3,4
ObjectId(58994b089bf56223b02b0ff8),0,1,1,1,1,1,1
ObjectId(58994b089bf56223b02b0ffb),0,3,3,0,3,1,3
ObjectId(58994b089bf56223b02b0ffe),0,2,2,NaN,4,1,3
ObjectId(58994b089bf56223b02b1001),0,1,4,NaN,NaN,NaN,NaN
ObjectId(58994b089bf56223b02b1004),1,4,8,NaN,NaN,NaN,NaN
ObjectId(58994b089bf56223b02b1007),1,4,10,NaN,NaN,NaN,NaN
ObjectId(58994b089bf56223b02b100a),1,5,10,0,5,4,0
ObjectId(58994b089bf56223b02b100d),0,NaN,NaN,NaN,NaN,NaN,NaN
ObjectId(58994b089bf56223b02b1010),0,1,1,1,1,1,1
ObjectId(58994b089bf56223b02b1013),1,5,10,NaN,5,4,0
